Zone,Tag,Factor,Early_Effect,Early_CI_L,Early_CI_U,Early_p,Late_Effect,Late_CI_L,Late_CI_U,Late_p,Delta,Delta_p,Delta_CI_L,Delta_CI_U
All,Full,mean_temp,0.038319324553781654,0.017696470960633388,0.058942178146929924,2.7072879905340604e-4,0.005286170281301686,-0.015092724967299243,0.025665065529902616,0.6111703403680595,-0.03303315427247997,1.4918046697001233e-4,-0.05009607474292284,-0.01597023380204035
All,Full,sen_temp,-0.003995317683780005,-0.023956431830194518,0.015965796462634504,0.6948390179672239,0.0043315473613548105,-0.004968688056730052,0.013631782779439673,0.36132387364539104,0.008326865045134815,0.46347908213820643,-0.013939338017680575,0.030593068107950226
All,Full,mean_Q,-0.0020828816192910407,-0.010820525845408253,0.0066547626068261725,0.6403448748084376,-0.016469593592727576,-0.026547064311789367,-0.006392122873665784,0.0013592566722387513,-0.014386711973436536,0.025511616149830007,-0.027010415339452247,-0.001763008607421691
All,Full,mean_organic,-0.0070498162260266214,-0.01847610013416185,0.004376467682108606,0.22656170177580745,-0.017427886784449596,-0.02920550734250211,-0.005650266226397083,0.0037286651497707777,-0.010378070558422974,0.20015122468376947,-0.026256977495381043,0.005500836378534055
All,Full,mean_salinity,0.00183156574971646,-0.00920761943916378,0.012870750938596699,0.7450393145245191,0.005258865891029814,-0.0038816525468175402,0.014399384328877168,0.2594732098070829,0.0034273001413133537,0.6386212517284762,-0.010878850064893211,0.017733450347520018
All,Full,HFP_period,-0.002241378751474587,-0.014476763102447776,0.009994005599498604,0.719563378669235,-0.00879220208396743,-0.019542956078530436,0.0019585519105955775,0.10895640812222702,-0.006550823332492842,0.4132227872148754,-0.02224477078261125,0.0091431241176263
All,Full,elevation,0.0016921975018992248,-0.009835881978584125,0.013220276982382574,0.7735752151661338,-0.008657543051695575,-0.019500672047863474,0.0021855859444723253,0.11760506083182237,-0.0103497405535948,0.133338569681147,-0.02386458897869912,0.003165107871509103
All,Trim,mean_temp,0.03160055205814413,0.0164367026046501,0.046764401511638166,4.41818522196856e-5,0.009002623298839165,-0.006019393623101738,0.024024640220780068,0.2401559462207099,-0.02259792875930497,4.794601717567919e-4,-0.0352760617283928,-0.009919795790218941
All,Trim,sen_temp,-0.003474153658794218,-0.018403771027769272,0.011455463710180837,0.6483268568795367,0.0019126354666722581,-0.005008823389754944,0.008834094323099461,0.5880906559717174,0.005386789125466476,0.5260495826668727,-0.01126832695560934,0.02204190520654235
All,Trim,mean_Q,-8.416578245761554e-5,-0.006576587130190765,0.006408255565275534,0.9797292277768601,-0.016132751476457038,-0.023660464731951873,-0.008605038220962202,2.664117670760967e-5,-0.01604858569399942,8.224771224724189e-4,-0.025448376431729387,-0.006648794956269962
All,Trim,mean_organic,-0.003130750753018588,-0.011662122921281196,0.005400621415244019,0.47198911473522204,-0.0152191134050485,-0.023955045752698256,-0.006483181057398743,6.389722947096337e-4,-0.012088362652029911,0.04504355657934598,-0.02390953400433847,-2.671912997226234e-4
All,Trim,mean_salinity,-0.001684408076460464,-0.009920001992436481,0.006551185839515553,0.6885179274593449,0.00463226915649713,-0.0021373308123020292,0.01140186912529629,0.1798702355329139,0.006316677232957594,0.24466895715416398,-0.004326272655596671,0.01695962712151164
All,Trim,HFP_period,0.0010849885341139788,-0.008038859804435118,0.010208836872663076,0.8157033803035412,-0.0034569378780987307,-0.011457872525087762,0.0045439967688903,0.39708694020074914,-0.004541926412212709,0.44656958393822843,-0.01623933060073912,0.007155477776314293
All,Trim,elevation,8.498516449256757e-4,-0.0077021268089287765,0.009401830098780128,0.8455721143622399,-0.00447075105548208,-0.012497671163984134,0.0035561690530199726,0.2749911488725638,-0.005320602700407756,0.2990533748724814,-0.015363895497396408,0.004722690096580654
Cold,Full,mean_temp,0.004886415612880212,-0.060038527262687116,0.06981135848844754,0.8827280249117802,0.011773898677846435,-0.0460720148953396,0.06961981225103248,0.6899454577121023,0.006887483064966223,0.8074715362701083,-0.048585044918973405,0.06236001104888561
Cold,Full,sen_temp,0.019986507079656452,-0.028104620154489657,0.06807763431380257,0.415327483599744,0.011745885269831547,-0.01151431029322211,0.0350060808328852,0.32230193008874836,-0.008240621809824905,0.7633997827467274,-0.061946670735731894,0.04546542711607713
Cold,Full,mean_Q,-0.018206596031522963,-0.03647779108547798,6.45990224320582e-5,0.05081551893019896,-0.010295249747072898,-0.02737454828802819,0.0067840487938823964,0.23742443627623375,0.007911346284450066,0.521552289380196,-0.01631451491833135,0.03213720748721925
Cold,Full,mean_organic,-1.0009086986576177,-1.6945925136538604,-0.3072248836613748,0.004683829373587151,-0.12905611647476545,-0.6779801270696046,0.41986789412007375,0.6449405904441758,0.8718525821828522,0.03851688760850964,0.046175257407562564,1.697529906957615
Cold,Full,mean_salinity,0.43075834468945257,0.02196994796758356,0.8395467414113216,0.03889458520922578,0.18774162976645598,-0.15900632054554897,0.5344895800784609,0.2886017608312675,-0.2430167149229966,0.3399723987555502,-0.7426447495285652,0.25661131968291717
Cold,Full,HFP_period,-0.0011283860552568274,-0.02274105909148928,0.02048428698097562,0.9184958015073209,-0.002783698435667216,-0.02455843498993692,0.01899103811860249,0.802151800573389,-0.0016553123804103887,0.9135943483874243,-0.03159622956176888,0.02828560480095066
Cold,Full,elevation,0.005383256275197126,-0.012174338007189544,0.022940850557583794,0.5478826923655353,-0.003802471222152444,-0.020640107762269162,0.013035165317964274,0.6580392427892332,-0.009185727497349569,0.3802796611199899,-0.029731309873366814,0.011359854878665572
Cold,Trim,mean_temp,-0.013120090176570207,-0.0644126437004409,0.0381724633473005,0.616133293132564,-0.0037100817408268682,-0.049225910160011856,0.04180574667835812,0.8730698258322531,0.009410008435743338,0.6686197962850373,-0.03373769696037837,0.05255771383183437
Cold,Trim,sen_temp,0.02175630601966285,-0.015861666099410317,0.05937427813873602,0.2569864363791767,-0.0038276665559319333,-0.022111902270360296,0.01445656915849643,0.6815832171813974,-0.025583972575594784,0.2335981315154542,-0.0677066567666701,0.016538711615477892
Cold,Trim,mean_Q,-0.008917654944907451,-0.023256281545867688,0.005420971656052787,0.22285751552425925,-0.014211250021452458,-0.027543849096333,-8.786509465719145e-4,0.03669598528662834,-0.005293595076545006,0.5831342010234825,-0.024226726945930803,0.013639536792836816
Cold,Trim,mean_organic,-0.2601997069966035,-0.8079154964324844,0.28751608243927745,0.3517981717911851,-0.06710296731890861,-0.49580369592298634,0.3615977612851692,0.7590062341032373,0.1930967396776949,0.5578834210893591,-0.4534189848381617,0.8396124641934614
Cold,Trim,mean_salinity,-0.06801864071204793,-0.4099511708215359,0.27391388939744005,0.6966221883528554,-0.05381953223861734,-0.3255800763324863,0.2179410118552516,0.6979036988792007,0.014199108473430588,0.9457241393650522,-0.39508239435610226,0.42348061130292625
Cold,Trim,HFP_period,-0.006990261151618855,-0.023941742791128266,0.009961220487890558,0.4189594098240329,0.011103383085838308,-0.006262172887940355,0.02846893905961697,0.21013887594853012,0.018093644237457164,0.1340765448818109,-0.005589940400243531,0.04177722887515321
Cold,Trim,elevation,-0.0014512274145781772,-0.015286227845192691,0.012383773016036338,0.8371103014549037,5.469865416608845e-4,-0.012662611109624713,0.01375658419294648,0.9353157347912189,0.0019982139562390614,0.8059697021713843,-0.013972037722200716,0.017968465634679284
Intermediate,Full,mean_temp,0.06399616720456928,0.02655408982279564,0.10143824458634293,8.081760992325522e-4,-0.004577305497744898,-0.04074662416412812,0.03159201316863833,0.8041052524164481,-0.06857347270231418,0.00862462343063231,-0.11970841970305161,-0.017438525701572907
Intermediate,Full,sen_temp,-0.025294093405968717,-0.05148056903890787,8.923822269704292e-4,0.058334950707343396,0.010861371720239661,-0.0026051928783781837,0.024327936318857504,0.11392458849634299,0.036155465126208375,0.023276606095353165,0.005222839748881339,0.06708809050352978
Intermediate,Full,mean_Q,0.005159420703072896,-0.005506361685447297,0.01582520309159309,0.3430761392309178,-0.027351376131349643,-0.041893735240695854,-0.012809017022003431,2.275249707034382e-4,-0.03251079683442254,3.4275227547713073e-4,-0.050291849285570754,-0.01472974438327495
Intermediate,Full,mean_organic,-0.011543636135106849,-0.024845679939446183,0.0017584076692324854,0.08896649984674543,-0.015340470327138655,-0.029505645410499576,-0.0011752952437777322,0.03378875436923796,-0.003796834192031806,0.7006189597854264,-0.023165139268343266,0.01557147088427969
Intermediate,Full,mean_salinity,0.008116805952379636,-0.007335429943416754,0.02356904184817603,0.30322744037862154,-0.004893065879630906,-0.018683702333481492,0.00889757057421968,0.4867944701836142,-0.013009871832010543,0.21848569929153971,-0.033735134686914824,0.00771539102289355
Intermediate,Full,HFP_period,0.009761438749587988,-0.007168761562925235,0.02669163906210121,0.2584527792080236,-0.0048182328662373245,-0.019734973560487864,0.010098507828013213,0.5266782201064641,-0.014579671615825313,0.20159388353722318,-0.03696045902368518,0.007801115792033752
Intermediate,Full,elevation,-0.010151888923818944,-0.025190294493754657,0.0048865166461167665,0.18580163262730467,-0.013080382886851325,-0.02621910681693397,5.834104323132125e-5,0.051026007972698094,-0.0029284939630323803,0.7672500371368643,-0.022328086631149723,0.016471098705084727
Intermediate,Trim,mean_temp,0.041354877356061456,0.014790240572464718,0.06791951413965819,0.0022792725299736034,0.011138332641446697,-0.014335157036808927,0.03661182231970232,0.3914459656885536,-0.03021654471461476,0.1076917813644745,-0.06703578834622871,0.0066026989170012255
Intermediate,Trim,sen_temp,-0.015459679434550663,-0.03392555005843611,0.0030061911893347823,0.10082078576124066,0.00557914510101736,-0.0040240263141592715,0.015182316516193992,0.2548373324522676,0.021038824535568025,0.04766304030364261,2.1682471095138198e-4,0.04186082436018149
Intermediate,Trim,mean_Q,0.007083751745394005,-4.7176329180514953e-4,0.01463926678259316,0.06612363550853533,-0.024867261764557783,-0.03520031595996226,-0.014534207569153306,2.395844273188726e-6,-0.03195101350995179,1.0494866926075868e-6,-0.04475682869239837,-0.019145198327505622
Intermediate,Trim,mean_organic,-0.007785437264881162,-0.01741888682591752,0.0018480122961551946,0.11319861991820473,-0.015641089691315772,-0.02570190559541756,-0.005580273787213983,0.0023108678057572932,-0.007855652426434611,0.26909152546091186,-0.021790434622557153,0.006079129769688284
Intermediate,Trim,mean_salinity,0.005904228055515193,-0.005307393816686997,0.017115849927717385,0.3020019027391924,-0.005916007989170054,-0.01585725933808262,0.004025243359742511,0.24346548185846512,-0.011820236044685246,0.12218461619136761,-0.02681052038179839,0.0031700482924281546
Intermediate,Trim,HFP_period,0.013370511572113044,0.0011925340196008265,0.025548489124625262,0.031405676058760594,-0.0020363747312613883,-0.012688822628350428,0.00861607316582765,0.7079011247110836,-0.015406886303374433,0.062086353101113045,-0.03159286901582123,7.790964090696878e-4
Intermediate,Trim,elevation,-0.003887560286246939,-0.014469985186981562,0.006694864614487683,0.47151730280644333,-0.00719787306452168,-0.01637266523455961,0.001976919105516251,0.1241354738765526,-0.0033103127782747412,0.6432247394607078,-0.01732177146537657,0.010701145908827142
Warm,Full,mean_temp,0.14042538615031236,0.04697985608491374,0.233870916215711,0.003226017138769302,0.016897269035746634,-0.05788724344483277,0.09168178151632604,0.6578769684967121,-0.12352811711456572,0.035793456438097525,-0.23883994848474566,-0.00821628574448531
Warm,Full,sen_temp,0.0378026886556101,-0.00793314714617551,0.08353852445739571,0.10523296130527146,0.0038865386959361955,-0.014601633276052756,0.022374710667925148,0.6803255865971004,-0.03391614995967391,0.1784246083933094,-0.08337242341550616,0.015540123496160733
Warm,Full,mean_Q,-0.030769651433863395,-0.05598036877173398,-0.005558934095992812,0.01675073539543879,0.004229656114862175,-0.017064111080420538,0.025523423310144885,0.697043465339251,0.03499930754872557,0.03417814154884275,0.0026175005064331958,0.06738111459101893
Warm,Full,mean_organic,0.05008869848607883,0.009547040559617609,0.09063035641254005,0.01545616006515529,-0.01973113939392325,-0.05168395925130947,0.012221680463462968,0.22616590195071776,-0.06981983788000208,0.006749939388500708,-0.12028160348710032,-0.019358072272901643
Warm,Full,mean_salinity,-0.020734905320313978,-0.04093091407311911,-5.388965675088529e-4,0.04419229101969327,0.014385100613507444,3.465744315492465e-5,0.028735543783859965,0.04944926516495012,0.03512000593382142,0.004612199864026761,0.010857612455383109,0.05938239941226052
Warm,Full,HFP_period,-0.02338575855202024,-0.053537937406791705,0.006766420302751222,0.12847819880035793,-0.017070211454030766,-0.040233833081980724,0.006093410173919189,0.1486329890953441,0.006315547097989475,0.7304772954051624,-0.029657573959405256,0.04228866815538246
Warm,Full,elevation,0.014758504936596821,-0.014357316598998046,0.04387432647219169,0.32047355339215894,-0.001978071572173746,-0.026041345628489778,0.022085202484142284,0.8720030017051712,-0.016736576508770567,0.36609276371772403,-0.05306783055015524,0.019594677532615054
Warm,Trim,mean_temp,0.11512412333050363,0.04263249006641352,0.18761575659459373,0.0018543263474727772,0.014386361989886687,-0.04305064593216038,0.07182336991193375,0.6234857962228826,-0.10073776134061695,0.0292428277402011,-0.19127450394916012,-0.01020101873215494
Warm,Trim,sen_temp,0.021248989653289436,-0.014474696211275204,0.05697267551785408,0.24368873508367142,0.010773087279245678,-0.0036602463075153767,0.025206420866006732,0.14348830941464458,-0.010475902374043758,0.5953656324274574,-0.04921826217369207,0.028266457425604342
Warm,Trim,mean_Q,-0.028881472175976215,-0.048439033676756116,-0.009323910675196317,0.003799309567816352,0.003473782550579949,-0.013234486173075257,0.020182051274235155,0.6836465433821672,0.03235525472655616,0.013358584262776151,0.006741626434017243,0.057968883019095974
Warm,Trim,mean_organic,0.04669633590714189,0.01511470346629614,0.07827796834798764,0.00375567053906239,-0.012477479911130625,-0.03742838316005862,0.01247342333779737,0.32701636529025574,-0.05917381581827251,0.0035444184154430998,-0.09888756274881663,-0.019460068887727833
Warm,Trim,mean_salinity,-0.02133524161348703,-0.03714042108392504,-0.005530062143049016,0.008151381892637392,0.012926575389382803,0.0017938998518823995,0.024059250926883206,0.022858632408041472,0.03426181700286983,4.6722431000730495e-4,0.015127456573565186,0.053396177432176235
Warm,Trim,HFP_period,-0.01865509469526232,-0.04240092163489258,0.005090732244367933,0.12361435495125069,-0.008044295590122052,-0.026093168631099013,0.01000457745085491,0.3823652795664763,0.010610799105140269,0.46458887809851657,-0.017856155590257806,0.03907775380054197
Warm,Trim,elevation,-0.007094248673783887,-0.02977347241605715,0.015584975068489375,0.5398148899661198,-9.971974690394668e-4,-0.019292647299465403,0.017298252361386473,0.9149252252020643,0.00609705120474442,0.6769321817186713,-0.02262043275154787,0.03481453516103676
